,left,right,top,bottom,Name,height,width
1489,592,1327,8,1911,d-angelico-excel-dc-tour-collection-solid-black,1903,735
1490,656,1263,16,1903,ibanez-signature-js2450-mcp-joe-satriani,1887,607
1491,608,1314,0,1919,danelectro-59x-blk-10114286,1919,706
1492,640,1279,8,1911,hagstrom-ultra-max-special-beryl-flame,1903,639
1493,648,1271,0,1919,charvel-pro-mod-san-dimas-style-1-black,1919,623
1494,336,623,32,919,charvel-pro-mod-socal-2h-fr-sw,887,287
1495,293,663,8,951,guild-x-175-manhattan-bld,943,370
1496,648,1271,8,1911,hagstrom-ultra-max-fall-sky-satin,1903,623
1497,640,1279,8,1911,fender-player-plus-nashville-telecaster-acar,1903,639
1498,304,659,0,959,ibanez-artcore-as93fm-tcd,959,355
1499,672,1247,8,1911,gretsch-guitars-g5260-emtc-jet-bari-ldn-gry,1903,575
1500,656,1319,16,1903,danelectro-59xt-svr-aqua,1887,663
1501,648,1271,0,1919,squier-affinity-strat-hh-owh,1919,623
1502,656,1263,8,1911,ibanez-micro-grgm21m-ca,1903,607
1503,624,1298,0,1917,esp-ltd-sn-200ht-chms,1917,674
1504,656,1263,8,1911,schecter-silver-mountain-c-7-multiscale-bm,1903,607
1505,616,1303,8,1911,d-angelico-premier-mini-dc-ot,1903,687
1506,648,1271,16,1911,sandberg-sandberg-electra-ii-dc-bk-mn,1895,623
1507,656,1263,8,1911,schecter-c-6-pro-fr-aqb,1903,607
1508,600,1319,0,1919,gretsch-guitars-electromatic-g5422g-12-sbb,1919,719
1509,642,1279,3,1914,esp-ltd-deluxe-m-1000-snow-white,1911,637
1510,320,642,8,951,guild-s-200-t-bird-atb,943,322
1511,288,671,8,951,guild-starfire-i-sc-atb,943,383
1512,648,1263,16,1903,schecter-hellraiser-hybrid-pt-7-tbb,1887,615
1513,640,1279,0,1919,gretsch-guitars-electromatic-g5222-double-jet-vintage-white,1919,639
1514,640,1279,16,1903,haar-traditional-t-aged-vintage-white-10126975,1887,639
1515,624,1295,8,1911,gretsch-guitars-electromatic-g5222-double-jet-wlnt,1903,671
1516,320,631,0,959,slick-sl54-m-sg,959,311
1517,648,1271,0,1911,fender-player-stratocaster-hss-mn-silver,1911,623
1518,656,1271,16,1903,slick-sl-50-sg,1887,615
1519,616,1303,0,1919,jackson-x-series-warrior-wrx24-sbk,1919,687
1520,664,1255,8,1911,schecter-keith-merrow-km-7-mk-iii-artist-blue-crimson,1903,591
1521,648,1263,8,1903,epiphone-les-paul-muse-radio-blue-metallic,1895,615
1522,656,1263,8,1911,schecter-reaper-7-multiscale-scb,1903,607
1523,656,1255,8,1903,jackson-usa-signature-adrian-smith-sig-sd-tr-grn,1895,599
1524,317,631,0,959,gibson-les-paul-standard-60s-unburst,959,314
1525,648,1271,8,1911,fender-vintera-50-s-strat-mod-2tsb,1903,623
1526,312,650,8,951,esp-ltd-ec-256-vn-vintage-natural,943,338
1527,656,1263,0,1919,ibanez-azes31-prb,1919,607
1528,632,1287,8,1903,gretsch-guitars-g5230t-jet-ft-blk,1895,655
1529,624,1295,8,1905,d-angelico-premier-bedford-bf,1897,671
1530,656,1263,8,1911,caparison-dellinger-ii-fx-prominence-ef-tsbl,1903,607
1531,640,1279,8,1911,fender-noventa-jazzmaster-mn-frd,1903,639
1532,664,1255,16,1895,epiphone-1961-les-paul-sg-standard-aged-classic-white,1879,591
1533,632,1279,3,1903,duesenberg-double-cat-ddc-bk,1900,647
1534,312,645,0,959,esp-ltd-phoenix-1000-stbc,959,333
1535,309,654,0,959,esp-ltd-ec1000-piezo-qm-stb-see-thru-blue,959,345
1536,320,641,56,903,ibanez-artcore-as73fm-tif,847,321
1537,648,1269,8,1911,eastman-sb55dc-v,1903,621
1538,328,623,0,959,charvel-pro-mod-dk24-hss-2pt-cm-10106964,959,295
1539,320,634,8,951,esp-e-ii-horizon-nt-7-et-blk,943,314
1540,640,1271,8,1911,fender-player-telecaster-mn-3ts-10144965,1903,631
1541,640,1279,16,1903,gibson-custom-shop-1957-les-paul-junior-vs-10149313,1887,639
1542,288,671,0,959,godin-5th-ave-uptown-custom-havana-brown,959,383
1543,648,1271,0,1919,fender-american-professional-ii-stratocaster-mn-myst-sfg,1919,623
1544,656,1263,8,1919,schecter-hellraiser-hybrid-pt-7-uv,1911,607
1545,648,1263,8,1911,ibanez-gio-grx40-bkn,1903,615
1546,664,1255,8,1911,charvel-pro-mod-dk-24-2pt-snow-whit,1903,591
1547,648,1271,16,1903,fender-troy-van-leeuwen-jazzmaster,1887,623
1548,344,615,72,887,slick-sl-59-bwn,815,271
1549,640,1279,0,1919,fender-gold-foil-jazzmaster-eb-cab,1919,639
1550,312,647,0,959,paoletti-nancy-loft-ss-1-10-sage-green,959,335
1551,664,1255,16,1911,charvel-pro-mod-dk24-hh-2pt-cm-mblfrst,1895,591
1552,624,1298,0,1917,esp-ltd-ec-201-black-satin,1917,674
1553,328,629,8,959,esp-ltd-mh-17-kit-blk,951,301
1554,656,1263,8,1911,jackson-mj-series-dinky-dkr-gloss-black,1903,607
1555,600,1319,16,1903,d-angelico-premier-dc-fr,1887,719
1556,640,1271,8,1903,gretsch-guitars-g6129t-red-sparkle-pe,1895,631
1557,344,623,56,903,ibanez-sa460qmw-tqb,847,279
1558,296,663,0,959,vintage-icon-v6mrlbr-100047800,959,367
1559,632,1279,8,1911,fender-player-jaguar-pf-blk,1903,647
1560,620,1303,0,1914,esp-ltd-deluxe-ec-1000t-ctm-violet-shadow,1914,683
1561,656,1263,0,1919,fender-signature-strat-robert-cray,1919,607
1562,392,567,216,743,fender-player-stratocaster-hss-mn-tpl,527,175
1563,672,1247,8,1911,schecter-hellraiser-hybrid-c-8-tbb,1903,575
1564,648,1271,8,1911,squier-contemporary-stratocaster-special-sbrst-met,1903,623
1565,648,1279,24,1895,haar-traditional-t-aged-orange-seethrough,1871,631
1566,616,1287,8,1911,danelectro-59x-aqu,1903,671
1567,312,639,0,951,gretsch-guitars-g6128t-57-vintage-select-duo-jet-cg,951,327
1568,640,1271,8,1911,fender-jimmy-page-tele-rw-nat,1903,631
1569,640,1279,0,1919,fender-american-pro-ii-jazzmaster-rw-dk-nit,1919,639
1570,304,631,0,959,harmony-standard-series-rebel-pearl-white,959,327
1571,664,1255,0,1919,ibanez-iron-label-ictb721-bkf,1919,591
1572,648,1271,8,1911,fender-custom-shop-fat-50s-stratocaster-relic,1903,623
1573,640,1279,8,1911,hagstrom-ultra-max-special-antique-flame,1903,639
1574,632,1279,8,1903,gretsch-guitars-g5655tg-center-block-jr-org,1895,647
1575,304,647,0,959,danelectro-blackout-59-purple-metal-flak,959,343
1576,592,1319,8,1911,gretsch-guitars-streamliner-g2410tg-village-amber,1903,727
1577,344,622,56,903,ibanez-sa460mbw-sub,847,278
1578,656,1255,0,1919,gretsch-guitars-g5260t-emtc-jet-bari-mdsph,1919,599
1579,656,1263,232,1703,guild-x-175-manhattan-special-canyon-dusk,1471,607
1580,296,663,8,959,gretsch-guitars-l-g6120t-55-chet-atkins,951,367
1581,312,631,0,959,gibson-60th-anniversary-1961-sg-les-paul-standard-reissue,959,319
1582,648,1279,16,1895,haar-traditional-t-deluxe,1879,631
1583,600,1327,8,1911,squier-contemporary-active-starcaster-sfp,1903,727
1584,648,1271,0,1919,fender-brad-paisley-road-worn-esquire,1919,623
1585,314,639,0,951,esp-ltd-h-200-fm-stp,951,325
1586,312,647,8,959,gretsch-guitars-g6228fm-players-edition-jet-bt-dcs,951,335
1587,644,1282,0,1919,esp-ltd-deluxe-h-1000-evertune-see-thru-purple-sunburst,1919,638
1588,320,639,0,959,esp-ltd-m-400-blks,959,319
1589,633,1295,0,1914,esp-ltd-te-200-tsb,1914,662
1590,312,647,8,951,esp-ltd-ec-1000t-fm-hbs-f-honey-burst-satin,943,335
1591,648,1271,0,1919,fender-tom-morello-soul-power-stratocaster,1919,623
1592,320,642,24,951,esp-ltd-viper-10-kit-bk,927,322
1593,376,583,176,783,kramer-baretta-feral-cat,607,207
1594,648,1271,16,1903,maybach-albatroz-65-aged-dark-winered,1887,623
1595,336,655,8,953,redwood-relics-60s-s-style-hss-owt-over-3ts,945,319
1596,328,631,0,951,jackson-pro-series-misha-mansoor-juggernaut-ht6-stn-blk,951,303
1597,656,1271,16,1903,haar-traditional-s-teal-green-metallic,1887,615
1598,320,639,0,959,esp-e-ii-horizon-fr-7-blk,959,319
1599,649,1287,8,1895,epiphone-les-paul-custom-aw-10119988,1887,638
1600,312,647,0,959,esp-ltd-deluxe-ec-1000-qm-stbc,959,335
1601,320,639,0,959,esp-e-ii-horizon-nt-ii-stblksb,959,319
1602,640,1279,16,1903,duesenberg-paloma-red-sparkle,1887,639
1603,600,1319,8,1911,d-angelico-deluxe-dc-stw,1903,719
1604,640,1279,0,1919,fender-american-pro-ii-jazzmaster-rw-3tsb,1919,639
1605,347,615,72,893,esp-usa-horizon-ii-sbm-emg,821,268
1606,648,1287,8,1903,squier-classic-vibe-60s-jazzmaster-owt,1895,639
1607,656,1255,8,1911,gretsch-guitars-g5260-emtc-jet-bari-dcm,1903,599
1608,320,615,64,895,esp-usa-viper-bh-blk-emg-10140674,831,295
1609,648,1263,0,1911,fender-player-stratocaster-pls-top-pf-tbs,1911,615
1610,624,1263,0,1903,duesenberg-starplayer-tv-ss-10122724,1903,639
1611,632,1287,8,1911,sterling-by-music-man-cutlass-sss-vs,1903,655
1612,648,1271,8,1911,schecter-c-6-plus-electric-magenta,1903,623
1613,712,1207,216,1695,guild-surfliner-white-sage,1479,495
1614,648,1271,8,1911,fender-eric-clapton-stratocaster-trd,1903,623
1615,584,1334,8,1911,gretsch-guitars-g6120t-hr-brian-setzer-hot-rod-mspkl,1903,750
1616,648,1271,0,1919,fender-american-ultra-stratocaster-mn-cob,1919,623
1617,328,639,8,951,g-l-fullerton-deluxe-legacy-ost,943,311
1618,344,611,103,859,vintage-reissued-v100-pgm,756,267
1619,312,650,0,959,esp-ltd-deluxe-ec-1000-vintage-black-emg,959,338
1620,648,1279,16,1903,haar-traditional-t-aged-sonic-blue-hh,1887,631
1621,664,1255,0,1919,ibanez-az2204nw-mgr,1919,591
1622,664,1255,8,1911,schecter-banshee-mach-7-fob,1903,591
1623,640,1279,0,1919,fender-american-ultra-jazzmaster-mn-cob,1919,639
1624,592,1319,8,1903,gretsch-guitars-streamliner-g2622-wlnt,1895,727
1625,648,1271,8,1911,schecter-sc87-machine-gun-kelly-sign-pt-sbk,1903,623
1626,352,615,88,871,slick-sl-60-sg,783,263
1627,640,1279,8,1911,fender-american-ultra-luxe-telecaster-mn-hh-fr-mbk,1903,639
1628,656,1263,0,1919,jackson-x-series-soloist-slx-dx-granite-crystal,1919,607
1629,648,1263,8,1911,sterling-by-music-man-john-petrucci-majesty-x-fmmp,1903,615
1630,288,671,8,951,esp-ltd-arrow-200-blk,943,383
1631,616,1303,0,1919,yamaha-revstar-rsp02tcrg-crisp-gold,1919,687
1632,640,1271,8,1903,jackson-dinky-js11-gbk-10116533,1895,631
1633,584,1335,8,1911,gretsch-guitars-g6122tg-players-edition-country-gentleman-wlnt,1903,751
1634,640,1279,8,1911,fender-player-plus-telecaster-pf-svs,1903,639
1635,288,671,0,959,heritage-artisan-aged-collection-h-535,959,383
1636,640,1279,0,1919,yamaha-pacifica-311h-rm,1919,639
1637,632,1231,16,1895,jackson-js-42-dinky-dkm-nat,1879,599
1638,320,639,0,959,slick-sl-50-m-vc,959,319
1639,648,1271,0,1919,fender-american-professional-ii-stratocaster-mn-3ts,1919,623
1640,656,1263,8,1911,jackson-pro-mdk-evtn7-pgry,1903,607
1641,352,615,88,872,slick-sl-57-m-vc,784,263
1642,368,599,8,951,hoefner-shorty-black,943,231
1643,608,1311,8,1911,jackson-mj-series-rrt-rhoads-black,1903,703
1644,648,1271,8,1911,gretsch-guitars-electromatic-g5655t-cb-center-block-jr-blkgld,1903,623
1645,632,1271,16,1903,duesenberg-falken-black-s,1887,639
1646,352,607,88,871,slick-sl-54t-bk,783,255
1647,592,1327,8,1911,gretsch-guitars-streamliner-g2622t-p90-forge-glow,1903,735
1648,640,1279,8,1911,sterling-by-music-man-cutlass-ct30sss-charcoal-frost,1903,639
1649,624,1295,8,1911,jackson-rhoads-rr24x-mg7-satin-black-primer-grey-bevels,1903,671
1650,632,1287,0,1919,gretsch-guitars-g5220-electromatic-jet-bt-mdsph,1919,655
1651,656,1255,8,1919,schecter-sls-elite-c-1-fr-s-antique-fade-burst,1911,599
1652,664,1255,16,1911,ibanez-azs2200-rbs-prestige,1895,591
1653,328,623,24,935,epiphone-slash-les-paul-standard-nb,911,295
1654,648,1263,8,1903,schecter-van-nuys-pt-gna,1895,615
1655,648,1271,8,1911,jackson-dinky-dk2xrht-gloss-black-10127534,1903,623
1656,648,1271,0,1919,fender-american-professional-ii-stratocaster-mn-owh,1919,623
1657,592,1327,0,1919,jackson-pro-kv6-cory-beaulieu-king-v-winterstorm,1919,735
1658,656,1271,24,1903,sandberg-sandberg-electra-ii-dc-bk-pf,1879,615
1659,656,1255,0,1919,schecter-damien-platinum-8,1919,599
1660,648,1271,8,1911,fender-american-professional-ii-tele-dlx-mn-owt,1903,623
1661,664,1255,16,1903,schecter-reaper-7-multiscale-sb,1887,591
1662,672,1247,24,1910,fender-player-offset-mustang-90-agn,1886,575
1663,640,1271,0,1919,fender-american-ultra-telecaster-mn-ultrbst,1919,631
1664,672,1247,8,1911,schecter-c-7-pro-aub,1903,575
1665,656,1271,16,1903,schecter-reaper-6-cb,1887,615
1666,664,1250,16,1887,schecter-hellraiser-c-7-fr-blk,1871,586
1667,664,1239,8,1903,danelectro-66-bt-tr-baritone,1895,575
1668,664,1255,16,1903,schecter-banshee-mach-7-fr-s-eb,1887,591
1669,648,1271,8,1911,fender-player-telecaster-mn-cor,1903,623
1670,592,1327,8,1911,gretsch-guitars-g6636t-pro-richard-fortus-signature-falcon-vwht,1903,735
1671,352,607,80,871,slick-sl-54-vc,791,255
1672,352,607,88,879,slick-sl-50-cr,791,255
1673,608,1298,16,1895,prs-se-hollowbody-ii-piezo-peacock-blue-burst,1879,690
1674,664,1255,8,1911,schecter-hellraiser-hybrid-c-1-fr-tbb,1903,591
1675,632,1279,0,1911,evh-wolfgang-standard-gloss-black,1911,647
1676,608,1319,8,1903,eastman-thinline-t386-rd-classic,1895,711
1677,648,1271,8,1911,schecter-damien-6-sbk,1903,623
1678,608,1311,1,1911,jackson-warrior-js32-sbk-10147933,1910,703
1679,636,1287,0,1911,esp-ltd-viper-1000-baritone-blks-black-satin,1911,651
1680,320,639,8,951,duesenberg-starplayer-tv-phonic-vnw,943,319
1681,546,1386,0,1909,esp-custom-shop-snakebyte-camo,1909,840
1682,672,1239,0,1911,jackson-dinky-dkaf7-ms-gbk,1911,567
1683,600,1319,0,1911,ibanez-artcore-as73-tcd,1911,719
1684,160,319,0,479,schecter-omen-7-blk-10063263,479,159
1685,616,1303,0,1911,jackson-rhoads-rrx24-red-with-black-bevels,1911,687
1686,648,1271,8,1911,fender-american-professional-ii-stratocaster-rw-owh-10152250,1903,623
1687,648,1271,0,1919,fender-american-ultra-stratocaster-mn-ultrbst,1919,623
1688,320,631,0,959,gibson-les-paul-custom-eb-gh-10135209,959,311
1689,592,1327,8,1911,gretsch-guitars-g5410t-rat-matphnt,1903,735
1690,592,1327,0,1911,jackson-king-v-js32t-gbk,1911,735
1691,592,1327,0,1911,gretsch-guitars-streamliner-g2420-va,1911,735
1692,600,1319,0,1919,ibanez-quest-qx52-bkf,1919,719
1693,664,1263,8,1911,jackson-x-series-sl4xdx-specific-ocean,1903,599
1694,634,1279,8,1903,d-angelico-premier-atlantic-oxb,1895,645
1695,616,1295,8,1911,d-angelico-deluxe-mini-dc-sap,1903,679
1696,376,575,176,783,epiphone-sg-standard-cherry,607,199
1697,648,1271,16,1903,fender-custom-shop-hs-telecaster-custom-relic,1887,623
1698,600,1319,0,1919,ibanez-quest-q54-sfm,1919,719
1699,648,1271,8,1911,fender-player-plus-stratocaster-hss-pf-svb,1903,623
1700,616,1303,0,1919,ibanez-gb10sefm-srr-george-benson,1919,687
1701,600,1319,0,1919,gretsch-guitars-streamliner-g2622t-strlgrn,1919,719
1702,656,1263,8,1917,evh-5150-standard-natural,1909,607
1703,656,1263,16,1903,schecter-reaper-6-fr-s-sb,1887,607
1704,648,1271,8,1911,fender-signature-strat-buddy-guy-pd,1903,623
1705,632,1287,8,1911,gretsch-guitars-electromatic-g5222-double-jet-nat,1903,655
1706,656,1263,8,1911,fender-cory-wong-stratocsaster-sbt,1903,607
1707,648,1271,24,1895,eastman-sb59-sb,1871,623
1708,288,671,8,951,esp-ltd-arrow-200-blk-10150915,943,383
1709,656,1263,16,1903,kramer-pacer-emerald-green-metal-flake-10149799,1887,607
1710,640,1271,0,1911,fender-player-stratocaster-hss-mn-3ts,1911,631
1711,600,1319,8,1911,gretsch-guitars-streamliner-g2420t-gm,1903,719
1712,648,1271,8,1911,fender-american-professional-ii-telecaster-rw-dk-nit,1903,623
1713,656,1263,8,1911,ibanez-rg421-pfm,1903,607
1714,616,1303,0,1919,yamaha-revstar-rss02tssb,1919,687
1715,648,1271,0,1919,squier-40th-anniversary-vintage-edition-telecaster-svb,1919,623
1716,304,647,0,959,jackson-rhoads-rr-pro-snwh,959,343
1717,328,623,24,935,jackson-x-series-adrian-smith-sdx-snwh-bp,911,295
1718,664,1255,8,1911,schecter-keith-merrow-km-7-mk-iii-hybrid-telesto-grey,1903,591
1719,672,1247,8,1911,fender-kurt-cobain-jagstang-snb,1903,575
1720,616,1303,8,1911,d-angelico-deluxe-mini-dc-stw-10148692,1903,687
1721,656,1255,0,1911,jackson-dinky-js32-dka-neon-orange,1911,599
1722,656,1263,8,1911,ibanez-prestige-rg652ahmfx-ngb,1903,607
1723,648,1271,8,1911,fender-vintera-60-s-strat-olw,1903,623
1724,320,638,0,959,g-l-fullerton-deluxe-s-500-3ts,959,318
1725,632,1279,0,1911,jackson-js-22q-sc-monarkh-tpb,1911,647
1726,328,639,8,959,ibanez-gio-grg140-wh,951,311
1727,650,1274,5,1914,esp-ltd-deluxe-h3-1000fr-snow-white,1909,624
1728,664,1255,0,1919,ibanez-az2204nw-dtb,1919,591
1729,648,1271,8,1911,charvel-pro-mod-socal-style-2-24-ht-sbk,1903,623
1730,328,634,8,951,esp-ltd-h-1001-fr-bp-blknb,943,306
1731,344,616,56,903,ibanez-prestige-az2204b-bk,847,272
1732,640,1279,8,1911,gretsch-guitars-streamliner-g2655t-p90-brownstone,1903,639
1733,616,1303,0,1919,yamaha-revstar-rsp20swb-swift-blue,1919,687
1734,328,623,32,919,fender-brad-paisley-road-worn-telecaster,887,295
1735,664,1255,8,1911,schecter-keith-merrow-km-6-mk-iii-hybrid-telesto-grey,1903,591
1736,632,1279,0,1911,gretsch-guitars-streamliner-g2655-sngbrl,1911,647
1737,304,659,0,959,ibanez-artcore-as93fm-vls,959,355
1738,648,1287,16,1903,gibson-custom-shop-61-sg-standard-reissue-m2m,1887,639
1739,600,1311,16,1895,gibson-custom-shop-1961-es-335-vos-vintage-burst-10149331,1879,711
1740,584,1343,8,1911,gretsch-guitars-g6136t-pro-players-edition-falcon-wht,1903,759
1741,608,1311,0,1919,ibanez-artcore-as53-srf,1919,703
1742,648,1271,0,1919,fender-vintera-70-s-strat-fmg-limited-edition,1919,623
1743,648,1271,8,1911,fender-american-professional-ii-telecaster-mn-3tsb,1903,623
1744,656,1263,0,1919,ibanez-prestige-rg5320c-dfm,1919,607
1745,600,1311,16,1895,gibson-custom-shop-1961-es-335-vos-vintage-burst-10151919,1879,711
1746,288,671,8,959,guild-t-50-slim-vs,951,383
1747,320,647,0,951,vintage-icon-v120mrbk,951,327
1748,640,1279,8,1911,gretsch-guitars-streamliner-g2655t-p90-craret-burst,1903,639
1749,632,1287,24,1911,prs-mccarty-594-10-top,1887,655
1750,648,1263,8,1903,squier-bullet-strat-rw-bk-10103472,1895,615
1751,616,1303,0,1919,ibanez-iron-label-xptb620-bkf,1919,687
1752,656,1263,8,1911,jackson-js-series-dinky-arch-top-js22-dka-no,1903,607
1753,640,1279,8,1911,duesenberg-starplayer-tv-csr,1903,639
1754,656,1263,0,1919,ibanez-az2203n-bk,1919,607
1755,648,1271,8,1911,schecter-omen-elite-6-bcb,1903,623
1756,664,1255,0,1913,schecter-keith-merrow-km-7-mk-iii-hybrid,1913,591
1757,648,1263,8,1911,fender-player-stratocaster-mn-3-ts,1903,615
1758,320,631,0,951,guild-s-100-polara-bk,951,311
1759,640,1271,0,1919,fender-american-ultra-stratocaster-mn-txt-10126414,1919,631
1760,664,1255,8,1903,ibanez-azs2209h-pbm-prestige,1895,591
1761,640,1279,0,1919,charvel-henrik-danhage-signature-pro-mod-so-cal-style-1-10142590,1919,639
1762,656,1271,8,1911,friedman-vintage-t-mn-hs-surf-green,1903,615
1763,648,1263,8,1903,fender-telecaster-custom-telecaster-fmt-bcb,1895,615
1764,616,1303,8,1911,d-angelico-deluxe-ss-le-sap,1903,687
1765,363,615,0,959,hoefner-shorty-deluxe-red,959,252
1766,312,647,0,959,esp-ltd-ec-258-blks,959,335
1767,312,642,8,959,esp-ltd-ec-1000t-fm-blknb,951,330
1768,592,1327,8,1903,ibanez-artcore-af75-bs,1895,735
1769,632,1279,0,1911,fender-player-jazzmaster-pf-capri-orange,1911,647
1770,656,1263,24,1903,music-man-usa-john-petrucci-jp15-7-bfr-ft-bkb,1879,607
1771,312,647,0,959,danelectro-59-m-nos-modified-10082585,959,335
1772,656,1263,0,1919,ibanez-prestige-rg652ahmfx-rpb-10150605,1919,607
1773,570,1347,0,1914,esp-ltd-arrow-200-military-green-satin,1914,777
1774,616,1303,0,1919,yamaha-revstar-rsp20mlb-moonlight-blue,1919,687
1775,328,647,3,959,schecter-solo-ii-custom-abs,956,319
1776,648,1271,16,1903,fender-limited-edition-1951-telecaster-super-heavy-relic,1887,623
1777,80,879,80,879,esp-ltd-ps-1000-psp-purple-sparkle,799,799
1778,640,1279,16,1903,haar-traditional-t-aged-sonic-faded-blue,1887,639
1779,328,631,0,951,ibanez-prestige-az2204-icm-10135171,951,303
1780,632,1287,8,1911,evh-wolfgang-standard-cream-white,1903,655
1781,624,1295,16,1911,ibanez-artcore-am93me-nt,1895,671
1782,320,639,0,959,maybach-lester-midnight-sunset-59-aged,959,319
1783,648,1271,0,1919,fender-american-performer-tele-hum-mn-vwt,1919,623
1784,640,1295,0,1919,danelectro-59-m-nos-modified,1919,655
1785,656,1263,8,1911,fender-american-performer-strat-mn-slpb,1903,607
1786,664,1255,0,1919,ibanez-rg7320ex-bkf,1919,591
1787,312,649,0,959,danelectro-59-12-string-10071220,959,337
1788,656,1263,0,1911,ibanez-rg421pb-sbf,1911,607
1789,664,1255,0,1919,ibanez-signature-lb1-vl-lari-basilio,1919,591
1790,648,1271,0,1919,ibanez-gio-grx40-ca,1919,623
1791,640,1279,0,1919,fender-american-ultra-telecaster-rw-apl,1919,639
1792,320,639,0,959,g-l-fullerton-deluxe-asat-classic-bluesboy-chy,959,319
1793,656,1263,8,1911,schecter-nick-johnston-traditional-ao-10151626,1903,607
1794,664,1255,8,1911,ibanez-rg320exz-bkf,1903,591
1795,296,663,8,951,hagstrom-viking-taylor-york,943,367
1796,608,1311,0,1919,ibanez-artcore-express-as73g-pbm,1919,703
1797,296,663,8,951,guild-starfire-iv-st-12-ch,943,367
1798,328,639,0,959,schecter-omen-extreme-6-fr-bch-100054246,959,311
1799,664,1255,0,1919,squier-bullet-mustang-hh-impb-10104208,1919,591
1800,640,1287,16,1903,prs-custom-24-wood-library-10132905,1887,647
1801,664,1255,0,1918,schecter-c-8-deluxe,1918,591
1802,648,1271,0,1919,fender-eric-clapton-stratocaster-blk,1919,623
1803,632,1287,8,1911,sterling-by-music-man-cutlass-hss-rg,1903,655
1804,608,1311,8,1911,schecter-sls-elite-v-1-evil-twin-satin-black,1903,703
1805,640,1287,8,1911,gretsch-guitars-electromatic-g5210t-p90-mako-10152280,1903,647
1806,616,1303,16,1903,epiphone-sheraton-ii-pro-eb,1887,687
1807,680,1247,8,1911,jackson-pro-dk-modern-ash-fr7-bk-grn,1903,567
1808,328,631,32,927,esp-ltd-eclipse-87-nt-rbcrk,895,303
1809,336,631,8,951,ibanez-rgms7-bk-multiscale,943,295
1810,648,1279,16,1903,haar-traditional-t-butterscotch-blonde-mn-10141031,1887,631
1811,656,1263,16,1911,haar-traditional-s-black-10140996,1895,607
1812,664,1247,8,1895,danelectro-66-bt-3ts-baritone,1887,583
1813,648,1263,8,1911,fender-custom-shop-1969-relic-strat-black-paisley,1903,615
1814,656,1263,8,1911,sterling-by-music-man-albert-lee-signature-daphne-blue,1903,607
1815,608,1311,0,1919,ibanez-q547-bmm,1919,703
1816,610,1303,8,1909,esp-ltd-iron-cross-snow-white-james-hetfield-10116428,1901,693
1817,643,1282,0,1914,esp-ltd-m-1001nt-charcoal-burst,1914,639
1818,344,615,80,879,slick-sl-57-vc,799,271
1819,648,1279,8,1911,fender-player-plus-stratocaster-mn-tqs,1903,631
1820,624,1287,16,1903,peavey-hp2-tremolo-tiger-eye,1887,663
1821,152,327,8,479,danelectro-59-m-nos-modified-10075389,471,175
1822,328,636,8,959,ibanez-gio-grg131dx-bkf,951,308
1823,328,627,56,891,esp-usa-eclipse-sc-vp-sd,835,299
1824,664,1255,0,1919,ibanez-rga42hptqm-big,1919,591
1825,600,1319,0,1919,ibanez-quest-q52-lbm,1919,719
1826,648,1263,8,1911,evh-striped-series-rbw,1903,615
1827,640,1279,8,1911,d-angelico-deluxe-brighton-le-sage,1903,639
1828,664,1255,8,1911,ibanez-apex30-mgm-munky-korn,1903,591
1829,648,1271,0,1911,fender-custom-tele-fmt,1911,623
1830,309,655,0,959,esp-ltd-ec-256fm-cb-cobalt-blue,959,346
1831,640,1279,0,1919,gretsch-guitars-streamliner-g2655t-cb-jr-brwnstne,1919,639
1832,688,1230,32,1887,ibanez-signature-m80m-wk-meshuggah,1855,542
1833,648,1263,8,1903,squier-bullet-fat-strat-rw-blk-10104102,1895,615
1834,336,655,0,959,maybach-lester-cherry-lane-58-aged-10149908,959,319
1835,648,1263,8,1911,schecter-sun-valley-super-shredder-pt-fr-sfmg,1903,615
1836,600,1311,0,1919,danelectro-59-divine-fm,1919,711
1837,656,1271,0,1919,schecter-sls-elite-pt-black-fade-burst,1919,615
1838,640,1279,0,1919,evh-wolfgang-standard-exotic-poplar-burl,1919,639
1839,592,1327,16,1895,d-angelico-deluxe-59-stw,1879,735
1840,648,1271,8,1911,hagstrom-ultra-max-special-deep-space-blue-metallic,1903,623
1841,648,1263,8,1903,squier-bullet-fat-strat-awt,1895,615
1842,304,659,2,959,ibanez-artcore-as73-olm,957,355
1843,664,1263,0,1911,schecter-sls-elite-c-1-fr-s-black-fade-burst-lefthand,1911,599
1844,656,1263,8,1911,charvel-dk-24-hh-2pt-nat-sebny,1903,607
1845,592,1335,0,1919,jackson-kelly-js32t-sbk,1919,743
1846,648,1271,8,1911,fender-american-professional-ii-stratocaster-rw-myst-sfg,1903,623
1847,592,1327,8,1911,hagstrom-super-viking-mfl,1903,735
1848,336,609,56,903,ibanez-pgmm21-paul-gilbert-mikro-mgn,847,273
1849,646,1271,8,1911,squier-classic-vibe-70s-tele-deluxe-owt,1903,625
1850,656,1263,8,1903,schecter-banshee-gt-fr-s-scb,1895,607
1851,314,639,0,959,peavey-raptor-plus-sss-black,959,325
1852,648,1271,0,1919,fender-player-telecaster-mn-tpl-10149927,1919,623
1853,616,1295,8,1911,hagstrom-alvar-sfr,1903,679
1854,304,647,8,957,gibson-les-paul-standard-60s-iced-tea,949,343
1855,656,1263,0,1911,ibanez-rg421msp-psp,1911,607
